"old_path","class","clicks","impressions","action","target","note"
"/wp-content/uploads/2024/09/Камина-от-кашони-как-да-си-направим-Хамали-Ненчовски-снимка-04.webp","asset","0","5","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/wp-content/uploads/2024/10/какво-се-носи-в-нова-къща-Хамали-Ненчовски-корица.webp","asset","0","3","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/wp-content/uploads/2020/02/кашони-и-опаковъчна-хартия-точка-1-400x400.jpg","asset","0","1","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/wp-content/uploads/elementor/thumbs/кърти-чисти-извозва-софия-ненчовски-снимка-02-p21p06kybivrab904930rm1y9kyam8b2k0xlbsoey4.jpg","asset","0","1","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/wp-content/uploads/2023/12/100_5319.webp","asset","0","1","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/wp-content/uploads/2023/09/кашони-за-преместване-софия-ненчовски-хамали-корица-01.jpg","asset","0","1","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/wp-content/uploads/2023/12/Хамали-София-Ненчовски-Транспорт-корица.webp","asset","0","1","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/wp-content/uploads/2025/02/Как-се-прави-камина-от-тухли-стъпка-по-стъпка-Хамали-Ненчовски-снимка-11.webp","asset","0","1","keep-asset","","wp-content файл; пренеси в /public или CDN"
"/преместване-на-дома/kakvo-se-nosi-v-nova-kashta/","legit","9710","63824","200-keep","/преместване-на-дома/kakvo-se-nosi-v-nova-kashta/","канонична статия — запази точния URL в Next.js"
"/premestvane-na-bagaj/","legit","1056","31548","200-keep","/premestvane-na-bagaj/","страница услуга — запази точния URL в Next.js"
"/блог/smyana-na-vrati-bez-kurtene/","legit","911","6138","200-keep","/блог/smyana-na-vrati-bez-kurtene/","канонична статия — запази точния URL в Next.js"
"/","legit","742","68721","200-keep","/","страница услуга — запази точния URL в Next.js"
"/преместване-на-дома/kak-se-pravi-kamina-ot-tuhli/","legit","571","8272","200-keep","/преместване-на-дома/kak-se-pravi-kamina-ot-tuhli/","канонична статия — запази точния URL в Next.js"
"/transport-ot-gartsiya-do-balgariya/","legit","540","8672","200-keep","/transport-ot-gartsiya-do-balgariya/","страница услуга — запази точния URL в Next.js"
"/hamalski-uslugi/","legit","512","81860","200-keep","/hamalski-uslugi/","страница услуга — запази точния URL в Next.js"
"/premestvane-na-mebeli/","legit","467","19820","200-keep","/premestvane-na-mebeli/","страница услуга — запази точния URL в Next.js"
"/преместване-на-мебели/premestvane-na-tezhki-mebeli/","legit","465","5395","200-keep","/преместване-на-мебели/premestvane-na-tezhki-mebeli/","канонична статия — запази точния URL в Next.js"
"/bus-pod-naem/","legit","447","18823","200-keep","/bus-pod-naem/","страница услуга — запази точния URL в Next.js"
"/блог/kakvo-se-nosi-v-nova-kashta/","legit","413","3564","301","/преместване-на-дома/kakvo-se-nosi-v-nova-kashta/","дублиран/стар вариант на статията"
"/kashoni/","legit","396","14205","200-keep","/kashoni/","страница услуга — запази точния URL в Next.js"
"/преместване-на-дома/premestvane-na-doma-s-kotka/","legit","358","4358","200-keep","/преместване-на-дома/premestvane-na-doma-s-kotka/","канонична статия — запази точния URL в Next.js"
"/premestvane-na-hladilnik/","legit","326","5417","200-keep","/premestvane-na-hladilnik/","страница услуга — запази точния URL в Next.js"
"/pochistvane-na-mazeta-sofia/","legit","273","34595","200-keep","/pochistvane-na-mazeta-sofia/","страница услуга — запази точния URL в Next.js"
"/преместване-на-дома/kamina-ot-kashoni/","legit","271","6585","200-keep","/преместване-на-дома/kamina-ot-kashoni/","канонична статия — запази точния URL в Next.js"
"/блог/razglobyavane-i-sglobyavane-na-mebeli/","legit","232","6543","301","/преместване-на-дома/razglobyavane-i-sglobyavane-na-mebeli/","дублиран/стар вариант на статията"
"/sale-day/kak-da-si-napravim-barbequ-ot-tuhli/","legit","230","5601","301","/блог/kak-da-si-napravim-barbequ-ot-tuhli/","дублиран/стар вариант на статията"
"/premestvane-na-piano/","legit","203","3776","200-keep","/premestvane-na-piano/","страница услуга — запази точния URL в Next.js"
"/hamali-rabota-sofia/","legit","167","2318","200-keep","/hamali-rabota-sofia/","страница услуга — запази точния URL в Next.js"
"/prevoz-na-divan/","legit","133","2317","200-keep","/prevoz-na-divan/","страница услуга — запази точния URL в Next.js"
"/преместване-на-дома/hamal-proizhod-na-dumata/","legit","115","4161","200-keep","/преместване-на-дома/hamal-proizhod-na-dumata/","канонична статия — запази точния URL в Next.js"
"/transport-ot-rumaniya-do-balgariya/","legit","100","2347","200-keep","/transport-ot-rumaniya-do-balgariya/","страница услуга — запази точния URL в Next.js"
"/преместване-на-дома/podgotovka-za-premestvane-na-doma/","legit","68","6778","200-keep","/преместване-на-дома/podgotovka-za-premestvane-na-doma/","канонична статия — запази точния URL в Next.js"
"/mezhdunarodno-premestvane/","legit","63","4079","200-keep","/mezhdunarodno-premestvane/","страница услуга — запази точния URL в Next.js"
"/premestvane-na-apartament/","legit","61","1465","200-keep","/premestvane-na-apartament/","страница услуга — запази точния URL в Next.js"
"/блог/premestvane-na-akvarium/","legit","55","1008","301","/преместване-на-мебели/premestvane-na-akvarium/","дублиран/стар вариант на статията"
"/pochistvane-na-tavani-sofia/","legit","51","11459","200-keep","/pochistvane-na-tavani-sofia/","страница услуга — запази точния URL в Next.js"
"/kartene-na-steni/","legit","44","9670","200-keep","/kartene-na-steni/","страница услуга — запази точния URL в Next.js"
"/premestvane-na-doma/","legit","44","9192","200-keep","/premestvane-na-doma/","страница услуга — запази точния URL в Next.js"
"/karti-chisti-izvozva/","legit","42","12839","200-keep","/karti-chisti-izvozva/","страница услуга — запази точния URL в Next.js"
"/kontakti/","legit","40","1684","200-keep","/kontakti/","страница услуга — запази точния URL в Next.js"
"/premestvane-na-ofisi/","legit","39","6775","200-keep","/premestvane-na-ofisi/","страница услуга — запази точния URL в Next.js"
"/sale-day/kak-se-pravi-kamina-ot-tuhli/","legit","21","313","301","/преместване-на-дома/kak-se-pravi-kamina-ot-tuhli/","дублиран/стар вариант на статията"
"/izvozvane-na-stroitelni-otpadatsi-sofiya/","legit","20","1826","200-keep","/izvozvane-na-stroitelni-otpadatsi-sofiya/","страница услуга — запази точния URL в Next.js"
"/преместване-на-дома/kachvane-na-mebeli-po-stulbi/","legit","18","427","200-keep","/преместване-на-дома/kachvane-na-mebeli-po-stulbi/","канонична статия — запази точния URL в Next.js"
"/kartene-na-beton-sofiya/","legit","16","5100","200-keep","/kartene-na-beton-sofiya/","страница услуга — запази точния URL в Next.js"
"/блог/kashoni-i-opakovachna-hartiq/","legit","15","1568","200-keep","/блог/kashoni-i-opakovachna-hartiq/","канонична статия — запази точния URL в Next.js"
"/preporachai-hamali-nenhcovski/","legit","13","1003","200-keep","/preporachai-hamali-nenhcovski/","страница услуга — запази точния URL в Next.js"
"/premestvane-na-kashti/","legit","11","784","200-keep","/premestvane-na-kashti/","страница услуга — запази точния URL в Next.js"
"/porachai/","legit","6","1182","200-keep","/porachai/","страница услуга — запази точния URL в Next.js"
"/преместване-на-дома/razglobyavane-i-sglobyavane-na-mebeli/","legit","5","297","200-keep","/преместване-на-дома/razglobyavane-i-sglobyavane-na-mebeli/","канонична статия — запази точния URL в Next.js"
"/blog/","legit","3","558","200-keep","/blog/","страница услуга — запази точния URL в Next.js"
"/sale-day/suveti-za-podrejdane-doma/","legit","1","190","301","/блог/suveti-za-podrejdane-doma/","дублиран/стар вариант на статията"
"/блог/kamina-ot-kashoni/","legit","1","93","301","/преместване-на-дома/kamina-ot-kashoni/","дублиран/стар вариант на статията"
"/преместване-на-мебели/premestvane-na-akvarium/","legit","1","4","200-keep","/преместване-на-мебели/premestvane-na-akvarium/","канонична статия — запази точния URL в Next.js"
"/kurtene-na-banya/","legit","0","283","200-keep","/kurtene-na-banya/","страница услуга — запази точния URL в Next.js"
"/sale-day/links-booster/","legit","0","7","200-keep","/sale-day/links-booster/","страница услуга — запази точния URL в Next.js"
"/izhvurlyane-na-stari-mebeli/","legit","0","2","200-keep","/izhvurlyane-na-stari-mebeli/","страница услуга — запази точния URL в Next.js"
"/hamalski-uslugi-sofia/","redirect-variant","0","1","301","/hamalski-uslugi/",""
"/2/shljuhi-kazani-luchshie-v-svoej-kategorii/","spam","814","6161","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/devushki-po-vyzovu-dlja-jekskljuzivnyh-vstrech-v/","spam","37","202","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/prostitutki-kazani-s-kem-mozhno-vstretitsja-nochju/","spam","28","167","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/devushki-po-vyzovu-v-ekaterinburge-chto-nuzhno/","spam","14","106","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/idealnye-vip-devushki-bez-ozhidanij-cheljabinsk/","spam","7","86","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/devushki-po-vyzovu-rostova-na-donu-bezopasnye/","spam","7","42","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/jeskort-uslugi-v-moskve-ili-pochemu-kazhdyj/","spam","3","63","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/mdh-tqwl-ldrst-n-hkr-lb-crash-fy-1xbet/","spam","3","29","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/devushka-na-chas-v-belgorode-novyj-uroven-intim/","spam","3","21","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/gambling-online-game-daman-game-in-india-legal-111/","spam","2","20","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/individualki-metro-ankety-bez-fejkov/","spam","2","12","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/prostitutka-v-biznes-klasse-shag-za-shagom/","spam","2","11","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/pocket-option-samaja-innovacionnaja-torgovaja-3082/","spam","1","6217","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/pocket-option-samaja-innovacionnaja-torgovaja-3083/","spam","1","4804","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/pocket-option-samaja-innovacionnaja-torgovaja-3081/","spam","1","2414","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/bizzo-casino/","spam","1","62","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/best-online-casinos-in-canada-684/","spam","1","22","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/aviator-casino-fr/","spam","1","16","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/gde-najti-individualku-na-vecher-bez-shou/","spam","1","10","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/devushki-po-vyzovu-metro-prospekt-slavy-krasota-i/","spam","1","7","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/devushki-po-vyzovu-intim-dosug-s-garantiej/","spam","1","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/prostitutki-kotorye-ne-zastavjat-vas-chuvstvovat/","spam","1","4","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/casino-en-ligne-golden-panda-bonus-et-promotions-36/","spam","1","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/post/can-quotex-strategies-transform-your-trading-4/","spam","0","1870","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-zerkalo-oficialnogo-sajta-bukmekera-rabochee-280/","spam","0","1631","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/parimatch-stavki-na-sport-372/","spam","0","1514","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-zerkalo-oficialnogo-sajta-bukmekera-rabochee-281/","spam","0","706","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/post/can-quotex-trade-really-transform-your-investment/","spam","0","646","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/post/can-quotex-strategy-transform-your-online-trading/","spam","0","366","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-official-site-for-sports-betting-and-casino-723/","spam","0","345","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-zerkalo-sajta-bukmekerskoj-kontory-1vin-6122-2/","spam","0","258","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/alexander-casino-machines-a-sous-roulette-bien-354/","spam","0","242","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/alexander-casino-machines-a-sous-roulette-bien-592/","spam","0","232","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-zerkalo-sajta-bukmekerskoj-kontory-1vin-6123/","spam","0","222","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-zerkalo-oficialnogo-sajta-bukmekera-rabochee-234/","spam","0","214","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/crazy-time/guida-ai-casino-italiani-con-il-miglior-servizio-clienti-per-crazy-time/","spam","0","158","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/parimatch-stavki-na-sport-371/","spam","0","136","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/sekrety-ekspertnykh-stavok-na-sport-kak-vziat-nazad-kontrol/","spam","0","131","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/mostbet-onlayn-kazino-ozbekistonda-tolov-usullari-108/","spam","0","116","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/alexander-casino-machines-a-sous-roulette-bien-353/","spam","0","113","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/page/8/","spam","0","111","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/freebet-bez-depozytu-najlepsze-darmowe-zaklady-bukmacherskie-2024/","spam","0","103","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/best-online-casinos-in-canada-683/","spam","0","98","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/what-makes-cash-volt-2/","spam","0","91","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-stavki-na-sport-v-bukmekerskoj-kontore-2250/","spam","0","89","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-official-site-for-sports-betting-and-casino-722-2/","spam","0","86","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-307/","spam","0","84","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/verde-casino-hungary/modern-szerencsejatek-platform-sportfogadas-2025/","spam","0","67","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-318-2/","spam","0","62","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/obzor-sportivnykh-sobytii-v-mostbet-bukmekerskoi-kontore/","spam","0","58","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/rocketplay-casino-review-2024-claim-100-bonus-1398/","spam","0","56","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/verde-casino-poland/","spam","0","52","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/casino/wie-registriere-ich-mich-sicher-fur-sportwetten-ohne-oasis-spiel/","spam","0","50","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/karera-i-rabota-jeskort-modeli-sovety-po/","spam","0","49","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/best-uk-casino-sites-2025-trusted-reviews-and-top-77/","spam","0","48","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/basaribet/basaribet-ile-bahis-deneyiminizi-kisisellestirin/","spam","0","47","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/lmdh-yfdl-lmqmrwn-tnzyl-ttbyq-1xbet-wlan/","spam","0","45","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/what-makes-cash-volt/","spam","0","45","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-317/","spam","0","41","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/best-uk-casino-sites-2025-trusted-reviews-and-top-79/","spam","0","39","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/rocketplay-casino-review-2024-claim-100-bonus-1400/","spam","0","38","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/casino-non-aams-in-italia-recensioni-dei-giocatori-179/","spam","0","37","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/casino/kasino-turkiye-online-oyun-tasarimi-degerlendirme/","spam","0","33","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/amon-casino-avis-2025-et-bonus-de-400-100-fs-1720/","spam","0","31","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-313/","spam","0","31","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/casino-zonder-crucks-netherlands/cultuurverschuiving-waarom-kiezen-nederlanders-voor-casino-zonder-crucs/","spam","0","30","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/mostbet-russia/","spam","0","29","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/najlepsze-kasyna-online-w-polsce-w-2025-10994/","spam","0","28","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/best-online-casinos-in-canada-682/","spam","0","28","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/","spam","0","25","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/glubokii-analiz-rynka-1xbet-stavok-trendy-i-perspektivy/","spam","0","25","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-316/","spam","0","25","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/22bet-bookmaker-official-connect-to-register-the-22bet/","spam","0","23","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/rocketplay-casino-review-2024-claim-100-bonus-1399/","spam","0","23","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/alexander-casino-machines-a-sous-roulette-bien-588/","spam","0","23","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/casino-non-aams-in-italia-recensioni-dei-giocatori-185/","spam","0","23","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/ai-news/intercom-vs-zendesk-why-hubspot-is-the-best-3/","spam","0","21","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/sweet-bonanza-tr/","spam","0","21","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/blackjack-guidelines-guide-learn-precisely-how-to-play-typically-the-classic-casino-greeting-card-game/","spam","0","20","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-324/","spam","0","20","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/slottica/","spam","0","19","410","","спам/несъществуващ URL от хака — върни 410 Gone"
