"old_path","class","clicks","impressions","action","target","note"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-323/","spam","0","19","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/pinco/","spam","0","18","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1xbet-casino-bd/","spam","0","18","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/mostbet-onlayn-kazino-ozbekistonda-tolov-usullari-112/","spam","0","18","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/22bet/","spam","0","16","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-stavki-na-sport-v-bukmekerskoj-kontore-2251/","spam","0","16","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1win-india/","spam","0","15","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/basaribet/","spam","0","14","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/aviator-casino-de/","spam","0","14","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/vavada-zerkalo-vhod-na-oficialnyj-sajt-2227/","spam","0","14","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/ai-news/6-real-world-examples-of-natural-language-12/","spam","0","14","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/bbrbet-mx/","spam","0","13","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/obychnye-oshibki-pri-vkhode-v-1xbet-segodnia/","spam","0","13","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/play-crazy-period-for-real-money/","spam","0","12","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/mostbet-casino-official-online-website-register-958/","spam","0","12","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/casino/die-rolle-von-sportwetten-ohne-oasis-im-deutschen-markt/","spam","0","12","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/maribet-casino-tr/","spam","0","11","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/plinko/","spam","0","11","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/vavada-zerkalo-vhod-na-oficialnyj-sajt-2229/","spam","0","11","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-kazino-i-bk-3561/","spam","0","11","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/22bet-it/guida-completa-al-programma-di-affiliazione-di-22bet-casino-per-italiani/","spam","0","10","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/prostitucija-v-rossii-ot-carskih-publichnyh-domov/","spam","0","9","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/best-uk-casino-sites-2025-trusted-reviews-and-top-78/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/programmy-podderzhki-dlja-seks-rabotnikov-gde-i/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/an-artists-impression-art-installations-at-glory-casino/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/obzor-3700/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1win-turkiye/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/kakim-obrazom-kosmetiku-ispolzujut-jeskort-modeli/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/gde-najti-nastojashhuju-devushku-bez-shou-tolko/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/pravilnaia-nastroika-brauzera-dlia-1xbet-vkhod-na-segodnia/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/thlyl-ltgdhy-lrj-lthsyn-frs-rbh-1xbet/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/jakie-sa-gieldy-i-in-fact-jak-przyjmuja-zaklady-sportowe-dm-group-university-involving-education/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/very-times-spend-poker-play-now/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/sweet-bonanza/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/casino-en-ligne-golden-panda-bonus-et-promotions-37/","spam","0","8","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/bankobet/","spam","0","7","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/91-club-online-casino-in-india-responsible-50/","spam","0","7","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/mostbet-casino-official-online-website-register-954/","spam","0","7","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/kak-sozdat-garmonichnye-otnoshenija-cherez/","spam","0","7","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-bangladesh-official-website-323/","spam","0","7","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/aviator/","spam","0","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/the-secret-sauce-best-roulette-technique-to-win/","spam","0","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-official-site-for-sports-betting-and-casino-721/","spam","0","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/greatest-commission-casinos-on-the-internet-australian-continent-large-rtp-pokies/","spam","0","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1win-official-in-russia/","spam","0","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-314/","spam","0","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/real-pulga-oynash-mumkin-bolgan-onlayn-kazinolar-139/","spam","0","6","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/csc-centre-on-the-internet-apply-2025-just-how-to-submit-a-great-application-for-csc-center-online/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1/page/3/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/91-club-online-casino-in-india-responsible-49/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1winrussia/izuchenie-tekhnologii-stoiashchikh-za-platformami-1win/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/prostitutki-s-melodichnym-golosom-mif-ili-realnost/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/book-of-ra/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/meilleur-casino-en-ligne-2025-classement-complet-586/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/the-new-100percent-gambling-enterprise-deposit-incentives/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/mostbet-casino-official-online-website-in-77/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1winrussia/otsenka-programm-loialnosti-klientov-na-platforme-1vin/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1xbet-korea/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-oficialnyj-sajt-bukmekera-1vin-stavki-na-315/","spam","0","5","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/post/","spam","0","4","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/casino/","spam","0","4","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1xbet-casino-bd/1xbet-ayaaper-abhijnytaa-unnt-krte-inttaarnett-spidd-apttimaaijeshn/","spam","0","4","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/2/chem-klienty-jelitnyh-devushek-po-vyzovu/","spam","0","4","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/mostbet-7715/","spam","0","4","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/22bet/jak-skutecznie-korzystac-z-bonusu-na-pierwszy-depozyt-w-22bet-casino/","spam","0","4","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-bangladesh-official-website-325/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/vavada-kazino-onlain-igry-bonusy-i-ikh-preimushchestva/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/kak-sekretnye-tehniki-ispolzujut-devushki-po/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1w/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/crazy-time/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1winrussia/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/sale-day/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1win-uzbekistan/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1/page/2/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/devushkoj-po-vyzovu-byt-bez-rutinnoj-mehaniki/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/king-johnnie/top-tips-quick-verification-for-your-king-johnnie-casino-account/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/lmn-wlkhswsy-nd-tnzyl-1xbet/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/1win-azrbaycan-bukmeker-kontorunun-rsmi-sayt-4329/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1xbet-malaysia/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/devushka-po-vyzovu-mify-i-realnost/","spam","0","3","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/hmy-thdytht-lttbyq-bd-thmyl-1xbet/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/vavada-kazino-piedavajumi-un-atsauksmes-2026/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1winrussia/poslednie-obnovleniia-1vin-ofitsialnyi-sait-chto-novogo/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-bangladesh-official-website-2949-2/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/krikya-online-casino-in-bangladesh-customer-13/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-bangladesh-official-website-2948-2/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/casino/casino-turkiye-moda-ve-trendlerin-etkisi/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/krikya-online-casino-in-bangladesh-interface-and-363/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/vovan-casino/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/casino-zonder-crucks-netherlands/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/mostbet-275/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1xbet-morocco/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/real-pulga-oynash-mumkin-bolgan-onlayn-kazinolar-138/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/bbrbet-colombia/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/casino-online-ar/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/pochemu-muzhchiny-vozvrashhajutsja-k-ljubimoj/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/page/5/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/najlepsze-kasyna-online-w-polsce-w-2025-2860/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/krikya-online-casino-in-bangladesh-interface-and-364/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/ramenbet/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/vavada-zerkalo-vhod-na-oficialnyj-sajt-1509/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/casino-en-ligne-fr/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/plinko/how-to-avoid-loss-chasing-plinko-strategies-for-canadians/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/mostbet-onlayn-kazino-ozbekistonda-tolov-usullari-107/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/pin-up-brazil/","spam","0","2","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/khtyr-khyrt-ltkhzyn-lmnsb-lthmyl-1xbet/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/kak-devushki-na-chas-zashhishhajutsja-ot/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/1/kak-prostitutki-obrashhajutsja-s-klientami-kotorye/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/monobrand/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/fairspin-casino/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/slots/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1win-brazil/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/masalbet/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/plinko_pl/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/1xbet-kr/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/pin-up/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/ai-news/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/mostbet-italy/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/22bet-it/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/pin-up-peru/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-bangladesh-official-website-2950-2/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/ricky-casino-australia/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/1win-official-site-for-sports-betting-and-casino-722/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/mostbet-tr/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/aviator-ng/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/aviator-mz/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/page/7/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/kasyno-online-pl/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/page/4/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-6147/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/casino/kasino-turkiye-online-davranissal-ekonomi-icgoruleri/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/91-club-online-casino-in-india-responsible-48/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/sale-day/winning-strategies-for-progressive-jackpots-in-top-australian-casinos/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-8495/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-6149/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/page/2/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/page/3/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/category/news/page/6/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/news/casino-mostbet-azrbaycan-396/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/oficialnyj-sajt-pinco-casino-1394/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/oficialnyj-sajt-pinco-casino-712/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/oficialnyj-sajt-pinco-casino-1153/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/blog/glory-casino-bangladesh-official-website-324/","spam","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/author/linkboxbg/","thin-author","0","22","410","","финално: 410 (тънка author страница, 0 клика)"
"/author/vassilena-nikolova/page/2/","thin-author","0","22","410","","финално: 410 (тънка author страница, 0 клика)"
"/author/natali-linkbox/","thin-author","0","11","410","","финално: 410 (тънка author страница, 0 клика)"
"/author/nedalina-linkbox/","thin-author","0","10","410","","финално: 410 (тънка author страница, 0 клика)"
"/author/vassilena-nikolova/","thin-author","0","9","410","","финално: 410 (тънка author страница, 0 клика)"
"/author/bghrefs/","thin-author","0","4","410","","финално: 410 (тънка author страница, 0 клика)"
"/author/submitlock/","thin-author","0","3","410","","финално: 410 (тънка author страница, 0 клика)"
"/category/блог/","thin-category","0","102","301","/blog/","финално: 301 към тематичния хъб"
"/category/blog/","thin-category","0","12","301","/blog/","финално: 301 към тематичния хъб"
"/category/блог/page/2/","thin-category","0","9","301","/blog/","финално: 301 към тематичния хъб"
"/category/преместване-на-дома/page/2/","thin-category","0","2","301","/premestvane-na-doma/","финално: 301 към тематичния хъб"
"/category/преместване-на-мебели/","thin-category","0","2","301","/premestvane-na-mebeli/","финално: 301 към тематичния хъб"
"/category/преместване-на-дома/","thin-category","0","1","301","/premestvane-na-doma/","финално: 301 към тематичния хъб"
"/преееестване-на-дова/kakvo-se-nosi-v-nova-kashta/","typo-404","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/преместаи-на-дома/premestvane-na-doma-s-kotka/","typo-404","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/преместване-н а-дома/kakvo-se-nosi-v-nova-kashta/","typo-404","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/преместване-н а-дома/kamina-ot-kashoni/","typo-404","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/преместаа-на-домa/kakvo-se-nosi-v-nova-kashta/","typo-404","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
"/преместане-на-дома/kakvo-se-nosi-v-nova-kashta/","typo-404","0","1","410","","спам/несъществуващ URL от хака — върни 410 Gone"
